"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","y"
0.777402,1.748812,0.882737,-0.992794,1.277168,-1.139772,0.020013,-0.933435,-0.103815,-0.740283,-0.210262,0.483463,0.052285,-0.88799,-1.393496,-1.564519,0.433065,0.67086,0.927334,0.288301,-0.368261,-0.624709,-0.539225,-0.290387,-0.273885,-0.400874,-0.818107,0.159099,0.620671,-0.174219,-0.276147,0.21515,-0.140946,0.730118,0.729384,1.756854,1.499048,2.406385,2.021511,0.276659,-0.910938,-0.060209,0.059228,-0.127905,-0.224995,-0.098872,1.683297,1.496208,0.327709,0.775947,0.366691,0.150036,0.391447,0.528156,0.235242,0.179488,0.611749,0.042387,0.65073,0.87651,0.281419,1.147174,1.871771,1.513287,0.701395,0.717167,0.513037,2.01972,35.68
0.069333,-0.224849,-0.561648,-1.166191,-0.159943,0.066921,-0.6194,-0.246426,-0.91698,-0.143429,-0.152942,0.293986,-1.163734,-1.248065,-1.104221,0.217907,0.728077,-0.409984,-0.783211,-0.795953,-1.2701,-0.823684,-0.556725,-0.080514,-0.610558,-0.309417,0.110983,0.680939,0.221089,0.136058,0.864338,-0.114667,-0.881889,0.625949,-0.491662,-1.205023,-1.583346,-0.003633,-0.697855,-0.344843,-0.525316,-0.758772,-0.498886,0.205137,-0.492505,-0.547701,-0.528693,0.221789,-0.167109,-0.45718,0.404008,-0.357488,-1.502665,-1.578729,0.202047,-1.532355,-0.864174,-0.385137,-1.174845,-0.681724,-0.619323,-0.258742,-0.664143,-0.288112,0.027557,-0.059809,-0.779792,0.274719,35.68
-0.098424,-0.366487,-0.54294,-1.516234,1.18215,0.270555,-1.022075,2.933761,-0.811151,0.572223,-2.0462,-3.336418,0.433123,-0.406482,-0.167748,-1.123319,0.015121,-0.711941,-0.905893,-0.88656,-1.32938,-1.959365,-1.656613,-1.483831,-1.23433,-1.729616,-2.004047,-1.457388,-1.871109,-1.985665,-1.652343,-1.693681,-1.705055,-1.502936,-0.545396,-1.203749,-1.62161,0.294256,-1.067773,-1.102744,0.058062,0.910545,1.228971,-0.288371,2.912012,0.780839,0.047184,0.008762,-0.493662,0.403556,0.619669,-0.560239,-1.133595,-1.337356,0.163153,-1.484092,-0.277024,0.991235,2.388294,-0.115417,0.392068,0.374662,0.250035,0.137955,-0.201206,-0.174745,-0.41546,0.435804,41.9
0.86502,0.012258,0.511783,-0.335635,0.600745,-1.710372,1.031773,0.282058,0.807229,1.360746,2.121474,1.455368,1.441779,0.796218,-0.085178,-1.001136,-1.340488,0.849122,0.463412,0.858136,-0.932913,-0.614628,-0.026663,-0.554628,-0.220527,-0.007932,-0.199191,-0.142782,1.255707,0.69689,0.505406,-0.282885,0.304895,-0.209145,0.366592,-0.806939,-1.076907,0.226159,-1.544324,-0.253032,-0.785399,-0.461474,-0.759166,-0.198792,-0.31336,0.305785,-0.447568,-0.46147,-0.401078,0.010587,-0.515543,-0.444608,-1.401357,0.470674,-0.111788,-1.618136,-0.565806,-1.070507,-0.754813,-0.277056,0.007474,0.109272,0.62375,0.124248,0.36529,-0.82965,0.240352,-0.685205,41.9
-0.671415,0.638904,-0.120045,-1.593613,1.034094,0.130993,-1.050701,1.276273,0.584446,0.370262,-0.151061,-0.867354,-1.3905,-1.605898,-1.112827,-1.785712,-1.913799,-0.829423,-0.421021,-0.764868,-0.704224,-0.707865,-1.33448,-1.063938,-0.596624,-0.989615,-0.363011,-0.793582,0.585939,0.268468,0.310504,-0.594513,-0.165529,-0.631108,-0.428512,1.93322,1.779236,1.968938,2.16217,1.303393,0.569045,1.104059,0.262512,1.157829,1.666144,1.737068,1.442717,0.876692,0.821581,0.443411,-0.268807,-0.645599,0.43388,-0.13615,0.263406,0.895183,0.034173,0.017226,0.275744,0.315625,0.744734,1.194558,1.973737,3.158322,1.882921,0.755564,0.895067,0.93845,41.33
-1.153364,-0.910137,-0.738065,1.173261,-0.121637,1.606392,0.410286,1.120742,1.260569,0.025,0.306713,-0.159774,-0.550941,-0.350579,0.832327,0.252916,-0.290099,-1.011096,-0.620319,-0.116624,2.15765,-0.073824,1.070508,-0.104847,-0.677808,-0.549283,-0.621046,-1.025131,-1.027466,-1.048139,-1.098351,-0.704437,-0.753251,-1.106029,-0.830452,0.055358,-0.285478,0.529933,0.181201,0.11067,0.227201,-0.000444,0.413197,-0.610816,-0.778234,-0.240498,-0.411564,-0.790025,-0.593127,-0.386759,-0.576498,-0.859615,0.43597,1.336073,-0.684806,0.122662,1.452133,-0.412487,-0.249567,0.401874,-0.033877,-0.404517,-0.326651,-0.448017,-0.738375,-0.773849,-0.386165,-0.776885,41.9
-0.232775,-0.033353,-0.582353,-0.882797,-0.102088,0.430218,1.041596,0.199557,0.345409,-0.332627,0.469862,0.453039,-0.476318,1.276865,-1.184738,0.995379,-0.186096,0.558798,0.799218,-0.385674,-0.649024,0.263475,1.240036,0.967602,2.001868,0.964462,1.064716,0.150413,1.444348,0.638201,0.725775,0.024073,-0.422817,-0.172998,0.017504,0.374403,-0.040419,-1.118968,0.450182,0.20242,1.720641,1.373871,-0.177391,1.437361,0.298234,1.808302,-0.091025,0.1435,0.223491,-0.209446,-0.235868,0.928306,0.859678,0.030603,0.385453,0.682863,3.156713,1.583714,1.532091,-0.106572,1.311828,0.146718,0.415996,-0.040819,-0.09629,-0.21666,-0.122144,-0.387152,41.33
0.882617,0.974506,-0.055132,-1.245971,-1.017518,-1.810596,-1.897652,-2.605244,-0.750185,-1.852897,-0.65176,-3.590886,-3.35285,-1.456763,-1.357975,1.519802,0.800155,-0.224109,-0.220033,-0.681945,-0.995184,-0.699952,-1.169856,-1.11985,-0.4164,-0.383603,-0.53684,-0.160966,1.075839,-0.099233,0.256176,1.993511,1.947084,0.671301,-0.62237,0.002024,-0.370638,-1.43199,-0.046441,-1.018752,-0.110684,-0.185067,-0.577793,-0.206465,-0.327188,0.633937,0.787448,0.445699,3.421135,2.431556,1.597367,-0.207712,-0.075315,-0.606641,0.897113,1.45038,-1.311093,-1.321605,-0.51861,-1.010626,-0.633306,-0.796101,0.934097,-0.8281,-0.020671,2.148962,1.303282,0.016515,41.9
0.196657,-0.577925,-0.259244,-1.029224,-0.422229,0.240412,0.149451,1.29986,-0.107051,-0.341119,-0.026542,-2.472062,0.460987,0.398518,-0.814295,1.327079,-0.635685,0.100199,-0.653223,-0.655312,-1.260311,-1.548498,-1.53859,-1.496543,-1.201937,-1.343412,-1.157843,-1.14962,-0.931852,-1.535883,-1.389851,-0.877907,-0.703574,-1.286452,-0.241948,-0.830832,1.443165,-0.093309,1.079203,0.504506,-0.251363,0.377393,-0.060355,-0.940112,-0.69847,2.132874,-1.042331,-0.418757,-0.208318,-0.505109,-0.264438,-0.49553,-0.529872,-0.132013,0.211771,-0.621329,0.219534,-1.132923,-0.491392,-0.85845,-0.587753,-1.085025,0.353204,-0.909462,-0.62133,-0.963143,-0.478092,-0.999668,33.66
1.121093,0.59372,-0.03511,-0.664638,0.603018,-0.605489,-0.546641,-0.686589,-0.248921,-0.782216,-0.57895,-0.11628,0.658297,-0.163095,-0.548817,-0.369859,-0.897312,0.109457,0.069948,-0.475526,-0.743518,-1.095846,-1.001913,-0.978238,-0.918056,-0.467487,-0.182943,-0.596253,-0.052479,-0.246259,-0.497382,-0.266324,0.27647,0.026736,0.568503,-0.519431,-0.70532,-0.40549,-0.873317,0.366483,-0.194466,-0.723578,-0.818516,-0.936672,-0.773901,-1.275519,-0.755012,-1.060258,-0.977814,-0.562353,-0.64112,0.32275,-0.068591,-0.364055,0.116883,-0.363856,-0.267647,-0.672323,-1.071636,-0.261004,-0.957905,-1.045427,-0.902795,-0.809953,-0.843475,-0.835404,0.260642,-0.739999,28.61
-0.52286,-0.683331,-0.639005,0.981083,0.783929,0.733575,0.216856,-0.442822,0.353411,0.346394,-0.778641,-0.318549,-0.312476,-0.019912,0.820492,0.159431,0.8301,0.126327,-0.13424,0.101491,0.060293,1.205986,0.13868,-0.211995,-0.271248,-0.523731,-0.035901,0.45861,0.978119,0.898893,0.868361,0.803467,-0.229436,1.008204,1.00871,0.257373,-0.569434,0.265672,-0.3329,-0.725252,-1.024582,-1.030981,-0.945183,-0.606511,-0.891733,-0.607511,0.095241,-0.100795,0.244904,-0.502209,-0.039091,2.222314,1.566064,0.834072,-0.539624,-0.197338,-0.297514,-0.47974,-0.812676,-0.867348,-0.599711,-0.468174,0.369684,0.089399,0.051709,0.394051,-0.463653,0.648215,12.65
-0.324695,-0.515103,-0.754178,0.385348,0.649493,0.289868,0.013656,0.00193,0.307445,0.157128,-0.225732,-0.606116,-0.60968,-0.904636,-0.585895,-0.325096,0.042682,-0.046455,-0.186826,-0.641277,-0.02618,-0.015185,-0.085287,-0.173956,1.381459,0.236283,0.794913,0.502073,0.534022,0.207381,0.526085,-0.032073,0.084401,-0.368597,-0.428032,-0.862963,-1.344835,-0.45313,-1.135893,-0.69735,-0.776881,0.287987,-0.245052,0.227212,-0.253787,0.014816,-0.517351,0.084289,-0.447297,-0.313392,-0.240538,0.210287,-0.150575,-0.756535,-0.053112,-0.296061,-0.092936,-0.485151,1.12879,-0.368177,0.857833,0.338494,-0.506543,-0.327313,-0.090916,-0.429469,-0.198209,-0.498552,-1.26
0.557279,0.755071,0.015201,-0.503102,1.444439,-1.328961,-0.692408,0.716781,0.733564,1.652932,-0.60496,-0.084033,-0.317537,0.183452,-0.566544,0.029004,-2.26093,-0.30176,0.034388,-0.612565,-0.328832,-0.212527,-0.873147,-1.1785,-0.612309,-1.119727,-0.564935,-1.108456,-0.86257,-0.856688,-0.669694,-0.367011,-0.831806,0.439268,-0.19182,0.237839,-0.045237,-1.101313,-0.412265,-0.26844,-0.938379,-0.863586,-0.88307,0.027004,-0.869441,-1.112026,-0.761274,-0.477946,-0.078193,-0.947541,-0.277638,-0.565871,0.050741,-0.546671,0.191989,0.910991,-1.361768,-1.12452,0.088024,-1.314564,-0.912404,-1.132007,-1.147487,-0.955745,-0.575113,-0.456188,-0.875199,-0.243438,38
-0.192797,-0.174433,-0.461196,-0.408355,0.539139,-0.895953,0.441507,1.732082,0.75635,-0.053088,-0.347168,-0.879845,-0.563986,-1.029656,-2.085964,-1.184694,-0.948892,0.061465,0.117343,-0.495797,-0.295249,0.121475,0.224369,0.138699,-0.358723,1.245761,-0.709901,0.791912,1.426778,0.04239,1.01333,1.388689,0.82618,2.736447,-0.280535,-0.262186,-0.620561,-0.997906,-0.657651,0.022983,-1.213943,-0.444002,-0.411383,-0.420539,-0.0423,0.43153,-0.145221,0.662184,0.360133,0.64624,0.71332,-0.495354,0.005878,-0.739925,0.232224,0.194629,-1.107912,-0.80528,0.164181,-0.131174,-0.925042,1.017042,1.127466,-0.201499,0.82971,0.863393,0.797853,1.466222,38
-1.063868,-0.992343,1.183451,-0.797087,-0.784146,-0.265752,0.861773,1.17416,0.461466,0.24543,1.106208,-0.050071,1.806608,1.717581,1.854873,1.873062,1.679579,-0.465589,-0.423134,0.423335,-0.458404,-0.908313,-0.371095,-1.05809,-1.168395,-1.026309,-0.771598,-0.080938,-0.611903,-0.450125,-0.990493,-0.933646,-0.994138,-0.601206,-0.71445,-0.191441,3.607091,-1.201917,-0.363976,-1.0198,-1.04276,-0.303775,-1.155336,-0.344021,0.683057,0.514354,0.267181,-0.728451,-0.639437,-0.520021,-0.803071,-0.395269,0.329803,2.221472,0.234571,0.58719,0.699801,-0.842382,-0.933082,-1.078943,-0.569059,-0.247929,-0.5888,0.125816,-1.198159,-1.189212,-0.949857,-1.016503,-15.75
1.156468,0.292508,0.695242,1.027116,0.928503,-0.95868,0.369146,-0.612002,0.192342,0.207462,0.339733,-0.325285,-0.401817,-0.229977,-0.094828,-0.397449,-0.201806,1.901403,1.296587,1.529151,0.087349,-0.092652,0.26515,1.682713,1.697485,2.704697,0.98579,1.582598,1.081171,0.027614,0.426623,0.09983,0.824578,0.612921,0.193971,-0.7187,-0.680907,0.271557,-0.891923,-1.121819,-0.471011,-0.649599,-0.579072,-1.058794,-0.613427,-0.861649,-1.159647,-0.794964,-0.774245,-0.243269,-0.063312,0.15913,-0.923238,-0.742414,-0.250265,-0.796917,-1.263672,0.640611,0.135482,0.634877,-0.181114,0.088485,-0.874166,-1.218912,-0.469537,-0.729498,-0.373147,-0.554701,-15.75
-0.975189,0.326963,-0.352296,-0.957493,-0.031614,0.909483,1.120632,0.615278,0.073945,-0.178741,0.465953,0.264051,-1.49544,-0.220085,0.829151,-0.694193,0.86952,-0.75975,-0.417217,-0.801443,-0.195589,0.224566,0.698856,-0.692397,-0.38843,-0.804504,-0.726025,1.483783,-1.176249,-1.459655,-1.728328,-1.800071,-0.333816,-1.346319,-0.691891,2.089572,1.843937,2.380043,2.735118,1.630944,-0.389587,-0.059321,-0.573996,-0.38268,0.325385,-0.558239,-0.314377,-0.467718,-0.481062,-0.443013,-0.382014,-0.536186,0.527729,-0.079943,0.358965,0.900776,1.206211,-0.112415,1.605783,0.496779,0.667561,2.661612,0.842169,0.752258,0.168218,-0.10839,0.668589,0.20227,14.91
-0.191162,-0.643051,0.229171,0.600824,0.067348,-0.03478,0.083633,-0.407828,0.669779,0.255871,-0.211699,0.223522,-0.55989,-0.378472,-0.131825,0.890808,0.247928,-0.114727,-0.49655,0.34395,-0.04739,0.031411,-0.19934,-0.287701,-0.184347,-0.295252,-0.444984,0.34917,0.107327,0.407023,1.292197,1.321576,1.306957,2.678704,-0.362317,-0.976964,1.463563,0.14377,0.761611,0.032121,0.474054,-0.249527,-1.139825,-1.050981,-0.632579,0.02468,0.228319,0.536977,0.588129,1.106053,0.481934,-0.38072,-1.401696,0.540629,-0.451106,-1.053598,-0.198043,-0.347825,-0.677632,-0.958536,-0.615768,0.227715,-0.461295,0.740929,1.990385,1.186508,1.655172,3.398239,14.91
-0.306856,-0.335882,0.932852,0.19077,0.687456,-0.245249,0.426792,0.196396,0.773018,-0.393158,0.364839,0.466731,0.146031,-0.013723,0.079532,0.458485,-0.305841,0.407698,0.371582,2.392686,0.435821,0.09573,0.440423,0.636869,-0.023414,-0.113046,0.340585,-0.18542,-0.480426,-0.520255,0.374992,0.02175,0.282099,0.249614,-0.535418,0.504597,0.161403,-0.307128,0.217611,-0.90096,0.514137,-0.450871,-0.21761,-0.844387,-0.65826,-0.68793,-0.742929,-0.641262,-1.029118,-0.450557,-0.401115,-0.512954,0.229739,-0.265297,-0.206676,0.101298,0.362896,-0.182153,-0.455425,-1.052153,-0.328947,-0.831674,-0.993954,-0.714196,-0.151059,0.383312,-0.222113,0.466952,14.91
-0.391174,-0.800289,-0.82196,-0.480651,0.103536,0.286236,1.503089,-0.514758,-1.101392,0.936729,2.088952,-0.686702,-1.259824,-0.990081,0.292279,0.352167,0.501295,-0.3503,-0.816719,-0.658178,-1.086007,0.715578,-0.904204,-0.245333,-0.196862,0.879134,0.476964,-0.556959,0.317522,0.916918,-0.159658,-0.181043,-0.193408,-0.191122,-0.531131,-0.898265,-0.878127,0.158062,-0.494351,-1.00043,-1.349134,-1.03716,-0.524343,-1.093021,-0.951488,-0.064831,-0.408322,-0.765206,-1.113994,-0.933943,-0.573795,-0.42953,-1.095117,-0.20909,0.044459,-0.357262,-0.718295,-1.243081,-1.080167,-0.389169,-0.743104,-1.361771,-0.758235,-0.047232,-1.134147,-1.10343,-1.114488,-0.928245,14.91
0.091805,-0.401272,-0.556621,-0.164779,0.785629,-0.271223,1.11879,-1.03704,0.478913,-0.128914,-0.323929,-1.710976,-0.70597,-0.441129,1.180948,0.555099,0.476116,0.186925,-0.362397,-0.499587,-0.651471,0.783258,-0.488381,0.722501,0.861053,1.680527,0.481726,2.501396,2.077639,0.913364,1.370306,0.807563,1.223666,1.245684,-0.370331,-1.097335,-0.67541,-0.908792,0.51433,-0.777107,-0.900319,-0.00994,-0.517201,-0.659216,0.274587,0.288638,-0.299209,0.367965,0.043947,-0.257625,-0.058547,-0.190406,-1.325136,-0.747266,0.071953,2.243614,0.433908,-1.073299,0.403024,-0.084882,-0.564517,0.568188,0.286851,-0.428355,-0.152257,-0.348829,-0.163123,0.384542,14.91
-1.159937,-0.777253,-0.930988,-0.775624,-1.161749,0.78277,0.574812,1.284782,1.642397,1.407123,0.890873,1.225556,1.033027,1.206433,-1.052704,0.091261,-0.45762,-0.909936,-0.499267,-0.817778,-0.404971,0.988661,0.55084,-0.649662,-0.035561,-0.501702,-0.677203,-0.63031,-0.412876,-0.956856,-0.603554,-0.242122,-0.449153,-0.706799,-0.846159,0.402033,0.029392,-0.975487,0.919475,0.123312,-0.82438,-0.073619,-0.278802,-0.506678,-0.614944,-0.803603,-0.828845,-0.794572,-0.33565,-0.421289,-0.559532,-0.736532,0.551121,-0.055246,0.593336,0.69862,0.568827,-0.679512,-0.279311,-0.361909,-0.531314,-0.914859,-0.36633,-0.69235,-0.488469,-0.661078,-0.41894,-0.614428,41.26
-0.334447,-0.500458,-0.739465,0.807827,1.384976,0.35861,-0.300911,-0.163855,-0.217275,-0.485472,-0.495292,-0.613834,-1.405393,-0.021126,-1.169236,-0.864571,-0.771764,-0.28221,-0.380449,-0.680318,0.115085,-0.719533,0.312907,0.442131,0.752564,0.587038,0.293771,-0.002234,0.770031,0.339656,0.111376,0.596875,2.111413,2.397521,-0.703952,-0.677538,-1.215372,-0.821639,-1.212567,0.579345,-0.285883,-0.769123,0.380586,-0.430828,-0.298632,0.26107,0.192808,-0.397381,1.170715,1.444896,2.854079,-0.585583,-0.057121,-0.767049,-0.017906,-0.472179,1.5115,0.393155,-0.074425,-0.303242,-0.135885,-0.964325,-0.30586,-0.603006,-0.678494,0.462528,2.751588,1.745769,-6.17
0.03311,-0.336837,-0.563304,0.120874,0.919984,0.275848,0.757262,-1.360391,1.144559,-0.315861,0.059971,0.518255,0.015364,0.275152,-0.325746,-0.934884,0.306198,0.742421,0.447171,-0.153986,-0.593007,0.320345,1.414114,1.424948,0.787242,0.729236,0.546536,0.507008,0.398803,0.032994,0.694948,0.924656,0.512332,0.756723,-0.172707,-0.593347,-1.132682,-0.980251,-0.487121,-0.910157,-0.185285,0.414567,-0.919386,-0.098741,0.310786,0.374654,-0.928794,0.45816,0.170553,-0.10117,-0.46934,0.277401,0.118599,-0.559237,0.267095,-0.354363,0.520398,-0.466624,-0.916776,-0.906621,-0.462322,-0.402679,-0.222294,-0.698023,0.474673,-0.302242,-0.012903,-0.078081,-6.17
0.838156,1.491598,0.916516,-0.652777,-0.283066,-1.093558,-1.199317,0.238021,-1.004754,-0.701929,-0.928947,0.537618,-0.590341,0.154593,0.034203,0.512545,0.61332,0.458552,0.728761,0.34965,-0.251197,0.653389,0.115703,0.318052,0.25617,0.827639,0.532026,1.05681,0.577936,0.684621,0.827643,0.664968,-0.150045,0.554454,0.599197,1.198342,1.529916,1.317113,2.044881,0.690129,1.157569,-0.378058,0.108889,-0.42747,-0.1412,0.099182,0.269145,0.199044,-0.287668,-0.619236,-0.171404,-0.15104,0.191148,1.197905,0.076983,1.303286,0.947318,0.753168,-0.118021,0.746761,0.436362,0.518249,0.831067,0.277053,0.565939,0.453954,-0.066161,0.473794,34.03
-1.251432,-1.441743,-0.558097,-0.56622,-2.583277,0.982773,1.423612,0.977917,1.540147,1.464338,0.785425,0.82488,1.308052,1.407615,1.499934,1.425407,0.472416,-1.00257,-1.300987,0.167732,-1.11959,0.050921,-0.436184,-1.149978,-1.319971,-1.089744,-1.014772,-0.930182,-0.972541,-1.305825,-1.088,-0.669664,-0.676925,-0.999399,-0.923013,-1.367999,0.433901,0.23933,-0.834408,-0.331818,-0.684964,-1.034966,-0.623709,-0.909862,-0.625375,-0.761216,-0.922493,-0.916244,-0.746141,-0.392666,-0.608854,-0.886308,-1.606289,1.940035,-0.177506,-1.049533,-0.292291,-1.046665,-0.786142,-0.719198,-1.124585,-0.292863,-0.385253,-0.995775,-0.990339,-0.68885,-0.38233,-0.550792,41.71
-0.615233,-0.687609,0.234786,-0.314313,-1.198017,1.19708,-1.205565,-0.148458,-3.227151,0.78683,1.751101,-3.862266,0.526394,0.706766,0.72599,1.451781,1.519195,-0.949889,-1.095048,-0.387322,-0.544197,-0.550468,-0.881676,-0.57359,-0.780842,0.249686,-0.997317,-0.566655,-0.322245,-0.740892,-0.579976,-0.718939,-1.254584,-0.795606,-0.413646,-1.069167,2.284239,0.039242,0.59616,-0.112103,1.544141,-0.517846,2.957352,-0.261432,0.553149,2.498322,0.328412,0.441388,0.363518,-0.454715,-0.123847,-0.852633,-1.613182,1.117281,-0.230147,-0.995951,0.400516,0.754869,-0.032299,2.084058,-0.058235,0.075239,1.427583,-0.398544,0.246033,0.105188,-0.557105,-0.390179,41.71
-1.01971,-1.153069,-0.794308,-0.405813,-1.012329,0.941081,0.769429,1.210121,0.278222,1.113236,1.105706,0.190253,0.989635,-0.149268,0.30642,-1.424566,0.674689,-0.785573,-1.092814,-0.761467,-0.890085,-0.718674,-0.242465,-0.209278,1.3498,1.251836,0.194185,1.335653,0.208441,-0.532219,-0.60397,0.092981,0.336036,-0.023613,-0.657311,-1.243693,0.313116,0.299861,-0.455397,-0.222797,-0.793627,1.587963,1.86233,-0.468866,0.529088,0.311974,-0.6796,-0.839884,0.227467,0.207892,0.299943,-0.366581,-1.521932,-0.119198,-0.303912,-1.569391,-0.284946,-0.280141,1.910306,1.196768,-0.565623,0.748713,0.178706,-0.838037,-0.44821,-0.363527,-0.526433,-0.172708,41.71
-0.187224,-0.354805,-0.597023,-0.119171,-0.707345,0.75366,-0.596897,-0.516053,0.62929,0.879686,0.097972,2.713765,2.569733,0.249013,-2.074275,1.830714,0.588257,-0.820653,-0.800538,-0.865386,-0.167717,-0.799464,0.005829,-0.607116,-0.587149,-0.144782,0.619301,1.101015,0.154322,1.283061,2.929805,1.374506,1.526163,-0.419596,-0.367085,-1.050144,-0.011266,0.28753,-0.845273,0.592841,-0.683569,0.965589,3.021554,2.446955,5.427761,3.210047,1.81339,1.976391,2.152028,1.612575,-0.285985,-0.6737,-1.618155,-0.140442,-0.58623,-1.36812,0.536718,0.018727,0.094774,-0.108532,1.155081,0.825984,0.026186,1.023001,1.943156,0.669099,1.217575,-0.340903,41.71
-0.784081,-1.023014,-0.771888,-0.273082,-0.915314,0.764569,0.367797,0.869135,0.262782,0.398555,0.09028,0.050468,-0.006207,-0.545227,0.698596,0.223279,0.230685,-0.579599,-0.905168,-0.698858,-0.844674,-0.315748,0.733653,-0.309302,0.053907,-0.010783,-0.836295,0.01264,0.410428,-0.125036,-0.128998,-0.361285,-0.300261,-0.207784,-0.572924,-1.239702,-0.142581,-0.165329,-0.928115,-0.615445,-0.568419,-0.4274,-0.612615,-1.074906,-0.517693,0.060453,-0.8909,-0.53632,-0.70537,-0.727309,-0.893792,-0.261392,-1.368529,-0.11954,-0.243223,-1.427571,-0.904788,-0.078296,0.024374,0.069818,-1.294769,-0.537133,-0.267717,-0.75493,-0.884855,-0.968655,-1.000375,-0.699408,41.71
-0.12756,-0.247885,-0.251665,-1.178335,0.065798,0.323761,-1.179758,0.779866,-2.120043,-1.097419,1.32436,-4.571708,-0.23812,0.014216,-0.332344,1.103665,1.241229,-0.73143,-0.990659,-0.699162,-1.287368,-1.523998,-1.478156,-1.505961,-0.834581,-0.531168,-1.559964,-1.002988,-0.812578,-1.450089,-1.454855,-1.207945,-1.016992,-1.840688,-0.356427,-1.139402,0.11832,0.402427,-0.281435,-0.876158,0.607589,2.566636,2.981301,0.346585,0.515459,2.439783,0.447155,0.506927,0.503241,0.423987,-0.171809,-0.743455,-1.627195,-0.158172,0.034736,-1.576078,0.139609,-0.196942,1.514677,2.566613,0.323212,0.884409,2.484365,0.275344,0.720096,0.270029,0.771046,0.067257,41.71
-0.028038,-0.346611,0.475034,0.824066,0.485199,-0.490807,0.336681,1.137511,0.237135,0.141786,0.271924,-0.115421,0.596721,-0.065753,-0.526668,-0.168883,-0.508113,0.581515,0.443307,1.520416,0.055126,0.759097,1.154978,1.263631,2.303386,1.136625,0.953769,0.793886,0.187994,0.589115,0.529277,0.598185,1.027883,0.987445,0.127896,-0.347396,0.184534,0.180761,0.536338,0.409596,0.97404,0.906156,-0.073363,-0.261837,0.264421,-0.082231,-0.476447,-0.65082,-0.690402,-0.16524,-0.698912,-0.218742,0.118543,0.402617,-0.2107,-0.415807,-0.132627,1.742875,1.60657,0.254354,0.424795,0.092509,-0.163116,0.009305,-0.45859,-0.611928,0.180178,-0.212242,12.65
1.20529,1.150534,2.343687,1.674249,0.580461,-1.354896,0.037887,-0.1521,0.816688,0.123563,0.545309,0.639988,0.180304,0.327724,0.628259,0.219927,0.175405,3.123663,2.856859,2.004211,1.900817,1.247508,0.64853,0.929689,0.761562,0.179804,0.054669,-0.498448,-0.148226,-0.299082,-0.438749,0.054706,0.189268,-0.799378,0.488644,0.832247,0.767826,1.09965,0.879699,-0.848449,-1.500952,-0.882098,-1.11789,-0.647426,-0.578661,-1.155512,-0.812302,-0.679802,-1.082237,-0.633123,-0.946533,0.189343,-0.071134,-0.052602,-0.956395,0.019759,-0.794202,0.137899,-0.607532,-0.512609,-0.512433,-0.910327,-0.745544,-0.932577,0.347786,-0.618351,-0.804791,-0.656753,30.03
-0.652668,-0.469096,2.160126,-0.324056,0.247114,-0.436958,-0.695936,0.981109,-0.121838,0.853301,0.729666,0.082752,1.199184,0.706195,0.347078,0.357743,-0.02245,-0.175569,0.096815,2.4866,-0.078797,0.17877,-0.053574,0.329438,1.055875,0.035853,0.279125,0.230058,0.2402,0.234255,-0.009306,-0.006009,-0.279612,0.777944,-0.352861,0.47558,1.656475,-0.821358,0.380898,-0.470454,-0.63535,-0.203471,-0.738175,-0.510718,-0.622889,-1.011711,-0.590338,-0.534524,-0.487599,-0.34799,0.236468,-0.458336,0.306073,0.192535,-0.049423,0.424082,0.02792,-0.424609,-0.953819,-0.683348,-1.203852,-0.440982,-0.738195,-0.53847,-0.790703,-0.617183,-0.455403,-0.120815,30.03
-0.348621,-0.658222,0.50761,0.717316,0.22452,-0.321161,-0.267281,1.174139,-0.074501,-0.08661,-0.433776,0.387654,0.140464,-0.898765,-0.38764,0.604098,1.373851,0.0139,-0.227821,1.494948,0.022903,-0.613947,-0.731018,-0.561072,-0.190771,-0.470075,-0.66214,-0.094048,-0.193066,-0.032803,0.093619,-0.293203,-0.373198,-0.293942,0.159071,-0.669838,0.553697,-0.396523,-0.835572,-0.611461,-0.753492,-0.583597,-0.944587,-0.910053,-0.775956,-1.131081,-0.731309,-0.374837,-0.697006,-0.598791,-0.82319,-0.041275,-0.795262,1.065336,-0.393771,-0.342373,-1.253163,-1.137904,-0.669132,-1.197821,-1.242447,-0.971517,-1.004673,-0.674502,-0.841971,-0.908966,-0.486208,-0.699014,30.03
-1.093882,-0.872819,-0.30131,1.874616,-2.502237,1.412218,1.14083,0.764232,0.875716,-0.321501,0.466892,0.666913,0.401255,-0.147108,-0.851139,-1.079482,-0.899462,-0.903785,-0.413233,0.798109,2.157922,3.161574,1.835894,1.694518,1.00152,3.249335,3.432625,2.00603,1.158865,1.184183,1.811876,1.715434,1.721575,0.963264,-0.833778,-0.123556,0.158731,0.636142,0.524794,-0.162524,0.695029,0.464029,1.187035,1.598633,0.753165,0.000268,-0.020365,0.384885,0.253907,-0.190075,-0.270126,-0.824121,0.347715,1.914591,-0.459153,0.459532,1.007987,0.409445,0.540377,2.592705,2.811233,1.407332,0.911211,2.260627,2.422501,1.168848,1.790153,1.067756,19.75
